row_id,tgas_source_id,name,ra,dec,parallax,distance,G,J,rave_obs_id,rv,erv,group_id,group_size
2362,4977974504606205568,TYC 8025-428-1,0.066643,-48.216350,11.5425,86.829,10.158,9.015,,,,1481,2
2363,1050500484651451904,TYC 3813-1296-1,146.511079,59.373878,10.9804,91.274,9.785,8.767,,,,680,2
2364,468132674847993088,TYC 4056-880-1,44.212531,64.711965,5.5117,184.158,11.489,10.297,,,,1628,2
2365,468156761024577408,TYC 4056-1004-1,44.502371,65.078820,5.0930,198.966,8.322,7.839,,,,1631,2
2366,4237973938981129088,TYC 5145-2142-1,295.161307,-1.705384,9.7170,103.230,9.557,8.464,,,,1632,2
2367,3354619047318562944,TYC 760-901-1,104.044201,14.500609,9.8538,101.840,8.094,7.372,,,,1430,2
2368,6260159028582872576,TYC 6190-1057-1,236.997969,-18.498158,8.9981,112.004,10.749,9.518,20030618_1543m18_120,-23.52,7.47,1253,2
2369,1050634075313822464,TYC 4136-1630-1,147.441324,60.184902,3.1904,320.651,11.485,10.476,,,,1620,2
2370,468217921360419968,TYC 4056-160-1,43.350802,65.287426,3.6397,280.097,10.485,9.627,,,,1633,2
2371,468220670139489536,TYC 4056-956-1,43.202178,65.285783,6.7229,149.732,11.288,10.097,,,,1634,2
2372,5389481952665428864,HIP 54248,166.467526,-41.907014,3.7624,280.215,7.842,7.632,,,,1635,2
2373,4235731862970066304,TYC 5160-1036-1,300.419469,-1.675646,8.9749,112.154,8.849,7.962,,,,1507,2
2374,5450086174594984704,TYC 7204-181-1,165.287198,-33.097659,6.0880,167.151,9.465,8.470,,,,1636,2
2375,2293344482584438784,TYC 4591-284-1,286.026272,78.752842,21.0191,47.627,8.751,7.625,,,,388,2
2376,5345197610032668928,TYC 8617-1133-1,172.896356,-53.171899,5.6298,180.258,11.082,10.086,,,,1385,2
2377,6260191635972322944,TYC 6190-1504-1,237.549544,-18.221012,11.7426,85.289,9.656,8.549,20030809_1543m18_110,-31.86,3.41,1637,2
2378,2179082684469348608,TYC 3974-111-1,322.074920,58.016275,4.3820,232.172,12.048,11.050,,,,1638,2
2379,59661287630143872,TYC 1240-201-1,48.975871,20.454015,9.5434,105.333,9.901,8.923,,,,178,3
2380,1588138855767612800,TYC 3482-723-1,230.036142,47.411457,3.7694,269.867,10.863,10.045,,,,1639,2
2381,1382198128861916800,HIP 80330,245.993959,43.074210,5.5620,181.255,8.157,7.905,,,,1640,2
2382,5916270892795615872,HIP 84839,260.096403,-57.510569,3.0237,353.272,7.867,7.047,,,,1626,2
2383,5344371567559185536,TYC 8635-980-1,177.722709,-54.885366,3.8616,266.997,9.197,8.490,,,,1641,2
2384,6124983316719187328,TYC 8632-1781-1,180.880720,-53.412111,5.5510,183.972,11.264,10.191,,,,1642,2
2385,468363950246092544,TYC 4060-655-1,44.757912,66.134895,3.5691,285.896,8.882,8.300,,,,1633,2
2386,11037722353344384,HIP 15563,50.122600,8.454476,31.6495,31.603,9.116,7.545,,,,2,118
2387,6570736600609722112,HIP 110127,334.623149,-39.136234,16.5119,60.616,9.885,8.641,,,,959,2
2388,6057399498051711872,TYC 8978-2324-1,181.400648,-62.704993,12.1455,82.727,10.482,9.230,,,,1246,2
2389,6570796867590842112,TYC 8001-1466-1,330.357222,-44.271934,12.8171,78.128,9.300,8.216,,,,1643,2
2390,6570797520425871360,TYC 8001-622-1,330.345743,-44.283304,12.8097,78.208,9.908,8.672,20070921_2203m46_072,18.46,1.37,1643,2
2391,733600274085578368,TYC 2519-2456-1,165.488781,30.547198,15.4117,64.996,10.434,8.917,,,,660,2
2392,5160484054608382720,TYC 5290-779-1,44.003799,-11.320938,6.0675,166.010,10.046,9.126,,,,509,2
2393,1051091472150964352,TYC 4137-1755-1,149.682847,61.321626,6.1170,166.757,11.397,10.357,,,,1615,2
2394,6815734935471523968,TYC 6939-639-1,323.185534,-23.803271,7.0670,144.317,11.090,9.905,,,,1644,2
2395,4341655549013234432,HIP 79432,243.174316,-13.315974,14.9572,66.939,10.622,9.229,,,,1645,2
2396,5622760008971302144,TYC 7678-2580-1,137.977816,-38.240674,5.6564,178.372,9.654,8.418,,,,1646,2
2397,2554303053356516352,TYC 14-556-1,10.593403,4.765914,8.1276,124.764,9.891,8.940,,,,1647,2
2398,6125050867966957952,TYC 8632-1814-1,182.274373,-53.198604,5.6653,178.270,10.428,9.353,,,,1642,2
2399,3226496187146449920,HIP 22716,73.270114,-1.275842,5.8675,172.837,8.134,7.801,,,,39,7
2400,5359013901346359808,TYC 8192-24-1,154.692988,-50.107995,3.7327,279.824,10.191,9.611,,,,1648,2
2401,5255807967525086080,HIP 48873,149.529518,-62.585261,4.7353,213.663,6.550,5.278,,,,23,10
2402,2837859165060497792,HIP 115249,350.158751,21.189115,6.3011,160.550,6.502,5.156,,,,1276,2
2403,1051281447144392064,TYC 4137-215-1,150.649229,62.253644,6.1330,164.377,11.381,10.289,,,,1649,2
2404,2080702816423148160,HIP 99859,303.901402,42.362046,7.3585,136.412,7.637,6.715,,,,1650,2
2405,4978855557017667456,TYC 8023-671-1,7.346801,-46.975618,5.4203,188.341,10.568,9.535,20080924_0037m44_015,-8.81,1.45,1651,2
2406,3993125000256161024,TYC 1982-2577-1,173.154272,24.322889,24.5700,40.859,9.100,7.760,,,,1652,2
2407,3993125000256161152,TYC 1982-2578-1,173.157876,24.321513,20.1926,49.643,10.197,8.662,,,,1652,2
2408,4978878234445030144,TYC 8024-238-1,8.089912,-47.053902,3.8138,268.800,9.921,9.238,20040827_0036m48_071,-4.55,0.72,1564,2
2409,5448165293421622016,TYC 7189-118-1,158.429142,-32.231541,13.2332,75.796,10.398,9.101,20080508_1039m31_026,34.28,0.90,1653,2
2410,6125097872083714304,HIP 59541,183.148887,-52.777540,8.4024,120.672,7.389,7.151,,,,3,114
2411,1966924631630143872,TYC 3192-1627-1,325.368324,43.027710,3.4705,297.671,11.444,10.594,,,,1654,2
2412,3354855339236262016,TYC 1344-1245-1,104.230750,15.796182,8.4087,119.308,11.091,9.886,,,,1655,2
2413,5450476260704996096,HIP 53622,164.557628,-31.561084,7.1744,140.186,9.456,8.652,,,,1656,2
2414,5795512252272278784,TYC 9267-809-1,228.371304,-71.599181,4.8140,209.544,10.605,9.741,,,,1657,2
2415,6422073866802238976,TYC 9096-621-1,291.622022,-67.238992,5.9664,169.356,11.801,10.345,20080906_1911m69_091,-7.59,0.77,1658,2
2416,734108317177601152,TYC 1979-74-1,160.242059,27.649310,3.9704,259.577,10.306,8.987,,,,1555,2
2417,5199435662771925888,TYC 9423-767-1,177.680447,-80.675096,6.2800,160.168,10.094,9.144,,,,1587,2
2418,6571090127957949184,TYC 7994-3-1,329.087429,-43.355986,8.1880,122.935,11.109,9.873,20060617_2158m41_004,61.60,0.95,1659,2
2419,6057456088547884800,TYC 8978-4572-1,181.926218,-62.457841,9.0891,110.956,10.396,8.621,,,,3,114
2420,548223163398866048,TYC 4509-1555-1,51.501608,76.102237,3.5992,288.169,11.253,10.248,,,,1660,2
2421,6816153437084852480,TYC 6939-352-1,322.849252,-22.572937,8.1962,122.941,9.786,8.901,20070831_2120m21_121,-34.00,1.73,1661,2
2422,6260832032777677184,TYC 6187-433-1,238.180730,-16.704143,7.2476,139.737,11.139,9.837,20030618_1543m18_100,-32.79,5.72,1662,2
2423,6260832135856889984,TYC 6187-156-1,238.208020,-16.683427,7.4058,135.879,10.514,9.374,20060417_1551m13_150,-33.29,1.42,1662,2
2424,5255774879097049984,TYC 8946-276-1,149.164138,-62.864208,6.9807,144.128,10.872,9.822,,,,1663,2
2425,6260879071259080832,TYC 6190-100-1,236.840702,-17.142767,6.8947,146.257,10.913,9.766,,,,1664,2
2426,1906753857796107136,HIP 110290,335.097255,36.306534,5.5211,182.519,8.788,8.201,,,,1134,2
2427,326884360261928576,TYC 2318-1729-1,35.420418,34.265077,7.9610,126.444,10.815,9.693,,,,1665,2
2428,4979143010588558208,TYC 8023-460-1,7.370486,-46.123306,3.9399,258.141,11.171,10.298,20081123_0037m44_019,-7.81,2.71,1666,2
2429,1051641468483622528,TYC 4144-994-1,154.320017,61.249521,4.2822,237.699,8.902,7.610,,,,1584,2
2430,1504510825992293504,HIP 69311,212.801561,43.106954,28.5528,35.033,9.502,7.869,,,,1667,2
2431,4101075395474679168,HIP 92913,283.960817,-14.815529,9.4767,106.301,8.077,7.353,,,,1668,2
2432,734495963745409024,TYC 1979-362-1,159.355567,28.928829,18.0335,55.566,10.452,8.922,,,,1669,2
2433,4807503026381297536,TYC 7595-649-1,82.143316,-39.373048,27.4196,36.490,10.060,8.350,,,,1670,2
2434,4807503266899465984,HIP 25627,82.117449,-39.370900,26.9749,37.089,8.856,7.534,,,,1670,2
2435,1051795881147648896,TYC 4144-344-1,156.061433,62.131001,6.2328,165.679,9.246,8.087,,,,1649,2
2436,4979372464921388160,TYC 8024-320-1,9.716570,-45.859673,6.8182,147.397,11.730,10.460,,,,1671,2
2437,3131834180229403904,HIP 31622,99.264455,5.519420,10.7074,93.568,7.068,6.582,,,,1672,2
2438,3994080922537313664,TYC 1981-752-1,169.662527,25.302334,12.2378,81.990,9.313,8.357,,,,1673,2
2439,3131842804523744256,TYC 159-979-1,99.401931,5.659047,10.7073,93.559,8.389,7.651,,,,1672,2
2440,5389943541391586432,TYC 7733-749-1,165.272207,-41.424317,3.7530,272.320,11.843,10.769,20060128_1103m41_116,1.30,1.13,1635,2
2441,6422237762753141632,TYC 9314-1961-1,299.886734,-71.360195,4.2251,239.987,11.350,10.405,20060813_2010m70_020,-10.28,0.75,179,3
2442,3226939427771125248,TYC 4750-260-1,75.817277,-1.687171,7.5675,132.731,9.469,8.521,,,,1674,2
2443,5525278854240810624,TYC 7679-555-1,131.194551,-40.761951,4.2154,240.830,10.434,9.620,,,,1675,2
2444,1212384983222623744,HIP 74432,228.178539,19.287262,30.6553,32.632,6.455,nan,,,,1676,2
2445,1212385189381053696,HIP 74434,228.179781,19.293620,30.6217,32.668,7.286,nan,,,,1676,2
2446,6261166387390079488,TYC 6189-878-1,235.224551,-17.783839,5.9354,169.374,10.943,9.790,20030618_1543m18_064,13.83,4.93,153,3
2447,2139825308994980736,TYC 3921-1445-1,291.715831,53.716106,4.0540,251.379,9.887,9.107,,,,1380,2
2448,4655118995469538816,TYC 9165-592-1,74.529815,-70.149217,12.2505,81.758,8.507,7.733,,,,180,3
2449,2929582692794027136,TYC 5972-3012-1,106.687699,-19.654826,4.9247,205.330,9.001,8.382,,,,1677,2
2450,4555485237487862144,TYC 1546-215-1,263.770463,20.138822,9.9149,101.166,8.355,7.489,,,,1542,2
2451,1906913218262781184,TYC 2746-511-1,335.518734,37.299231,5.9814,168.688,11.751,10.606,,,,1619,2
2452,5450783539846021760,TYC 7190-44-1,160.949026,-33.155025,11.4376,88.038,11.388,9.919,,,,1462,2
2453,6705665815716909184,TYC 8360-2423-1,279.987441,-46.451137,9.6922,103.450,10.131,9.114,,,,1678,2
2454,4555529561551580672,HIP 86252,264.373145,20.595941,11.2650,89.214,7.594,6.965,,,,1679,2
2455,5623009769910854400,TYC 7164-3314-1,138.348422,-36.852522,7.3963,136.117,9.195,8.106,,,,1680,2
2456,4979932940974543616,TYC 8023-941-1,6.470937,-45.885434,6.7798,148.708,11.446,10.157,20081123_0037m44_026,-21.15,1.48,1671,2
2457,6125301144300528256,TYC 8241-127-1,181.081191,-52.483942,4.0163,254.205,10.709,9.838,,,,1681,2
2458,5623015714145579904,TYC 7164-3399-1,138.292362,-36.729922,6.9729,145.030,11.527,10.225,,,,1680,2
2459,6045183374111284224,TYC 6802-140-1,246.594789,-27.250900,7.9228,126.670,9.611,8.748,,,,27,9
2460,6125307122894992896,HIP 58899,181.185067,-52.354391,9.2499,108.487,8.288,7.597,,,,3,114
2461,5837616813108304896,TYC 9413-791-1,191.480358,-75.226270,9.1758,109.337,11.554,nan,,,,1682,2
2462,3994813643958214656,TYC 1978-1950-1,166.006972,23.045237,13.3877,74.839,9.579,8.460,,,,1683,2
2463,3994829999193457792,TYC 1978-1699-1,165.911904,23.159165,4.5395,226.166,10.076,9.230,,,,1630,2
2464,6261445525904568960,HIP 76431,234.149290,-17.015426,12.6726,79.092,7.591,6.856,,,,1637,2
2465,1383526098389703552,HIP 78146,239.361936,41.661865,4.6023,219.420,9.276,nan,,,,1684,2
2466,1383526785584470784,TYC 3057-1188-1,239.397173,41.663064,4.4280,228.427,8.637,7.893,,,,1684,2
2467,5390184815476345472,HIP 53574,164.406829,-41.132346,10.7077,93.684,7.794,7.129,,,,1685,2
2468,4323172895990114304,TYC 1609-1518-1,293.230743,18.770736,17.2365,58.073,10.265,8.851,,,,1686,2
